,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sl No,ASIN,Product Title,Material Code,Sellable On Hand Units,Weeks On Hand,Sell-out last week,12 weeks sell-out,Forecast next week,26 weeks forecast,"PAN Havells WH stock in Hands 
(Total)","PAN Havells WH stock in Hands 
(Trade)","PAN Havells WH stock in Hands 
(Non trade)",Plant / CWH,"Delhi - Havells WH stock in Hands 
(Total)","Mumbai - Havells WH stock in Hands 
(Total)","Bangalore - Havells WH stock in Hands 
(Total)","Hyd- Havells WH stock in Hands 
(Total)","Chennai - Havells WH stock in Hands 
(Total)","Calcutta - Havells WH stock in Hands 
(Total)",Open Purchase Order Quantity,Pending PO Qty,Production Plan,Production MTD,Rep OOS,Replenishment Action,Unsellable On Hand Units,Aged 90+ Days Sellable Units,Unhealthy Units,Replenishment Category
Source,AMZ - Inv report,AMZ - Inv report,Havells SAP,AMZ - Inv report,AMZ - Forecast report,AMZ - Forecast report,AMZ - Forecast report,AMZ - Forecast report,AMZ - Forecast report,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,AMZ - Forecast report,Havells SAP,Havells SAP,Havells SAP,AMZ - Forecast report,OUTPUT,AMZ - Inv report,AMZ - Inv report,AMZ - Inv report,AMZ - Inv report
,B07F6GXK61,Havells GHFMGAGE060 600-Watt Mixer Grinder with 3 Jars (Grey),GHFMGAGE060,1,0,0,,6,,2,,,,,,,,,,40,,,,0.00%,Trigger stock movement to CT WH,0,1,0,
,B07D7R8SW5,(Renewed) Havells Monza EC 25-Litre Water Heater (Ivory),#N/A,1,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B07BH4M5W3,Havells DHMGCDPF006 PVC Plastic 6A MCB DP C Curve (White),DHMGCDPF006,1,0,0,,0,,1125,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH4CQLS,Havells DHMGCSPF006 PVC Plastic 6A MCB SP C Curve (White),DHMGCSPF006,1,3,0,,0.729,,9495,,,,,,,,,,6,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH4CJL1,Havells DHMGCTPF040 PVC Plastic 40A MCB TP C Curve (White),DHMGCTPF040,1,0,0,,0,,12,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B07BH4CJKN,Havells DHMGCTPF016 PVC Plastic 16A MCB TP C Curve (White),DHMGCTPF016,1,0,0,,0,,359,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,1,0,
,B07BH4BP8Y,Havells DHMGBSPF040 PVC Plastic 40 A SP B MCB Euro 2 (White),DHMGBSPF040,1,0,0,,0,,378,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B07BH468SM,Havells DHMNCSPA032 PVC Plastic 32A SP C Mini MCB (White),DHMNCSPA032,1,0,0,,0,,9432,,,,,,,,,,4,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH454DL,Havells DHMGCSPF040 PVC Plastic 40 A SP C MCB Euro 2 (White),DHMGCSPF040,1,0,0,,0,,1239,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B07BH443VL,Havells DHMGCFPF063 PVC Plastic 63A MCB FP C Curve (White),DHMGCFPF063,1,0,0,,0,,1047,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07BH43TX8,Havells DHMGCTPF006 PVC Plastic 6A MCB TP C Curve (White),DHMGCTPF006,1,0,0,,0,,192,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B07BH42389,Havells DHMGCDPF025 PVC Plastic 25A MCB DP C Curve (White),DHMGCDPF025,1,95,1,,0.117,,3516,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BGYM21B,"Lloyd 7.2 kg Semi-Automatic Top Loading Washing Machine (LWMS72LT, White and Opaque Red)",GLWMS72RWO,1,0,0,,0,,7,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B07B2C76KS,Havells Life Line Plus S3 2.5 sq mm PVC HRFR Cable (Yellow),WHFFDNYL12X5,1,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,2,0,0,
,B079K3JTKT,Havells UV Plus 8-litres UF Water Purifier (White/Sky Blue),GHWUPRL015,1,0,0,,20,,1375,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B078J7HN82,Havells Instanio 1-Litre Instant Geyser (White/Mustard),GHWAIBPWH001,1,6,0,,0.476,,0,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B078BDG62J,"Havells LHLDERUEML8X007PACKOF6 New Adore Base B22 7-Watt LED Bulb (Pack of 6, Coolday Light)",LHLDERUEML8X007,1,0,0,,3,,215,,,,,,,,,,0,,,,39.02%,Trigger stock movement to CT WH,0,0,0,
,B078BDG62H,"Havells LHLDERUEMD8X005PACKOF2 New Adore Base B22 5-Watt LED Bulb (Pack of 2, Warm White)",LHLDERUEMD8X005,1,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B078BBZR31,"Havells LHLDERUEML8X007PACKOF3 New Adore Base B22 7-Watt LED Bulb (Pack of 3, Coolday Light)",LHLDERUEML8X007,1,0,2,,0,,215,,,,,,,,,,0,,,,35.86%,Trigger stock movement to CT WH,0,0,1,
,B0788DH6HZ,Havells BrightFill LED Filament A45 Base E14 2-Watt Bulb (White),LHLDDZOCYC8U002,1,5,0,,0.514,,14754,,,,,,,,,,5,,,,0.00%,Trigger stock movement to CT WH,0,1,0,
,B077VQ3SZG,Havells Gracia 750-Watt Mixer Grinder with 3 Jars (Grey),GHFMGBNE075,1,0,1,,3,,11,,,,,,,,,,17,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B077TVMSCT,Havells Lumina 3.2-Watt Rechargeable Lantern (Yellow),LHEXBQP7HN1Y3X2,1,0,0,,0,,10,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B077TRSSPZ,Havells Moderna 4.5-Watt Rechargeable Table Lamp (White),LHEXBZP7FN1W4X5,1,0,0,,5,,1,,,,,,,,,,58,,,,0.00%,Trigger stock movement to CT WH,0,1,0,
,B077BQGJXV,Havells Pine 3B Leganza 1200mm Ceiling Fan (Wengewood with Champagne Accents),FHCLP3BWNG48,1,0,0,,0,,66,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,1,0,
,B075H4SBV7,"Havells Puro Plus 5S 10-Litre Storage Heater with Flexi Pipe, Safe Shock Plug (White)",GHWEPFTWH010,1,0,0,,0,,245,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B074MNLD6K,Havells E-Cook 1.8-Litre Rice Cooker (White),GHCRCCBW070,1,4,0,,0.577,,348,,,,,,,,,,4,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B073S6BK65,Havells Swing ZX 400mm Table Fan (Light Grey),FHTSWZXLGR16,1,#N/A,#N/A,,#N/A,,3,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B073S65PP4,Havells Urbane 1320mm Fan (Brushed Nickle),FHCURSTBSN52,1,8,1,,0.436,,40,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B06XG2DLKZ,Havells Qite Elegant 1200mm Ceiling Fan (White Dusk),FSCQTSTEWD48,1,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B06XG16YK7,Havells Ringo 1200mm Ceiling Fan (Champagne Henna),FSCRISTCHE48,1,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,1,1,0,
,B06XFZ6MGL,"Havells Spark HS 1200mm Ceiling Fan (Brown, Pack of 2)",FHCSAHSBRN48,1,#N/A,#N/A,,#N/A,,4,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,1,0,
,B01N6Z5QRE,Havells Freddo i 70-Litre Cooler (Grey/White),GHRACAME220,1,0,0,,0,,4,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,9,1,0,
,B01M8LDIOG,Havells Vento Jet-10 Auto 100mm Exhaust Fan (Off White),FHVVJAUOWH04,1,6,0,,0.6,,251,,,,,,,,,,1,,,,13.11%,Trigger stock movement to CT WH,1,0,0,
,B01M6ZVIZY,Havells Vento Jet-15 150mm Ventilating Fan (White),FHVVJSTOWH06,1,5,2,,0.512,,314,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,2,1,0,
,B01LS0IRFK,"Havells Instanio 3 Litre, 3 KW Instant Water Heater (White Mustard)",GHWAIAPWH003,1,0,0,,13,,5692,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,4,1,0,
,B01E8HM9TK,Havells AP-43 55-Watt Air Purifier (White/Grey),GHHACAIW55,1,0,0,,0,,3,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B0152VTQD8,Havells Monza EC 5S 10-Litre Storage Water Heater with Flexi Pipe (white),GHWAMFSWH010,1,0,4,,26,,987,,,,,,,,,,94,,,,38.12%,Trigger stock movement to CT WH,7,1,0,
,B00RTBRFKQ,Havells Insta Cook ET-X Induction Cooktop,GHCICAXK190,1,0,1,,24,,134,,,,,,,,,,115,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B00QKCJ350,Havells Adore Base GU10 5.5-Watt LED Candle (Cool White),LHLDERLEMH8X5X5,1,0,0,,3,,179,,,,,,,,,,41,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B00PQCY16Q,Havells OFR - 13Fin 2900-Watt PTC Fan Heater (Black),GHROFAFK290,1,0,2,,70,,0,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,10,0,0,
,B00PFG3K8I,Havells Swanky 400mm Wall Fan,FHWS4STBRN16,1,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,1,0,
,B00PFD0RO6,Havells Leganza 1200mm Decorative Ceiling Fan (Mist Honey),FHCLE3BMIH48,1,2,1,,0.963,,1067,,,,,,,,,,2,,,,17.26%,Trigger stock movement to CT WH,0,0,0,
,B00OR7V6R8,Havells Murano ACMKPXW065 6A 5 Pin Socket,ACMKPXW065,1,0,0,,0,,61,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B00OFYFZZM,Havells Prolife Plus 4-Litre 1230-Watt Air Fryer (Black),GHCAFBFK123,1,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,1,0,
,B00O2UVV1Q,Standard Stellar 1200 MM Ceiling Fan Pearl Brown Bronze Dt,FSCSESTPBB48,1,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B00NLBL0T0,Havells Standard Single Core PVC Insulated HTR FR 90m 1 sq mm Wire (Blue),#N/A,1,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,1,0,
,B00NLBKE0Q,Havells Lifeline Cable WHFFDNKA16X0 6 sq mm Wire (Black),WHFFDNKA16X0,1,6,1,,0.492,,4307,,,,,,,,,,0,,,,55.32%,Trigger stock movement to CT WH,0,1,0,
,B00NLBKAM8,Havells Lifeline Cable WHFFDNRA16X0 6 sq mm Wire (Red),WHFFDNRA16X0,1,2,1,,1.118,,3778,,,,,,,,,,6,,,,30.84%,Trigger stock movement to CT WH,1,0,0,
,B00NLBK63G,Havells Lifeline Cable WHFFDNKA14X0 4 sq mm Wire (Black),WHFFDNKA14X0,1,2,0,,0.834,,19018,,,,,,,,,,20,,,,—,Trigger stock movement to CT WH,0,1,0,
,B00NLBJHFY,Havells Lifeline Cable WHFFDNA11X0 1 sq mm Wire (Yellow),WHFFDNYA11X0,1,0,4,,8,,41611,,,,,,,,,,76,,,,39.81%,Trigger stock movement to CT WH,1,0,0,
,B00K0C4IZ6,"Havells Crabtree Athena 20A Motor Starter Switch, White",ACASMXW201,1,2,0,,1.173,,1689,,,,,,,,,,5,,,,0.00%,Trigger stock movement to CT WH,0,1,0,
,B00K0C4CK2,Havells Oro 20A Motor Starter Switch,AHOO202004,1,0,0,,4,,194,,,,,,,,,,29,,,,100.00%,Trigger stock movement to CT WH,0,0,0,
,B00K0C4AJK,"Havells ORO 10/25 A Shuttered Socket for Home, Office, Hospital & Hotels",AHOKCXW251,1,0,0,,0,,259,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B00JEAVQKA,Havells Spark HS 1200mm Ceiling Fan (White),FHCSAHSWHT48,1,0,0,,0,,16,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B00C0SSTGM,"Havells Puro 15-Litre 2000-Watt Storage Water Heater with Flexi Pipe, Safe Shock Plug (Ivory)",GHWAPFTIV015,1,0,0,,0,,731,,,,,,,,,,0,,,,18.05%,Trigger stock movement to CT WH,1,0,0,
,B00B4BC80Y,Havells Ventilair 150mm Exhaust Fan with Electronic Shutter (White),FHVVEDEWHT06,1,0,0,,7,,45,,,,,,,,,,137,,,,96.92%,Trigger stock movement to CT WH,10,1,0,
,B00B4BBZAI,Havells SS-390 1200mm Ceiling Fan (Brown),FHCSSSTBRN48,1,#N/A,#N/A,,#N/A,,15437,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,1,0,
,B00B4BBUQC,Havells Fusion 600mm Ceiling Fan (Silver and Blue),FHCFUSTSBL24,1,0,0,,0,,217,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B00B4BBT6I,Havells Fusion 1050mm Ceiling Fan (Pearl White and Silver),FHCFUSTPWS42,1,0,0,,0,,329,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B00B4BB6V6,Havells Cedar U/L 1320mm Ceiling Fan (Antique Brass),FHCCEULABR52,1,3,0,,0.798,,59,,,,,,,,,,0,,,,31.03%,Trigger stock movement to CT WH,0,0,0,
,B08JQDZDRY,"Lloyd Mats 1 Ton 3 Star Split AC (Copper, LS12B32EPB2, White)",GLS12B32EPB2,0,0,3,,8,,5013,,,,,,,,,,2,,,,41.84%,Trigger stock movement to CT WH,0,0,0,
,B08FRLLGJQ,"Lloyd 7.5 Kg Semi Automatic Top Load Washing Machine with Transparent Lids (LWMS75RA1, Red)",GLWMS75RA1,0,#N/A,#N/A,,#N/A,,143,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B08BVT5TLF,Havells Stealth Wood i 1250 mm Smart Ceiling Fan (Walnut),FHCWISTWCC48,0,0,4,,4,,74,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B085J3FLFX,"Lloyd Mats 1.5 Ton 3 Star Window AC (Copper, LW19B32MR, White)",GLW19B32MR,0,#N/A,#N/A,,#N/A,,168,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B0839RVQD2,Havells Solar Off Grid PCU 3Kw 48V/3.75 Kva,LSCECEIA0023,0,#N/A,#N/A,,#N/A,,5,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,1,0,0,
,B082T9GV4J,Havells Self Priming Hi-Flow JS-2 Monoblock Pump 0.37Kw/ 0.5HP,MHPCJA0X50,0,0,0,,0,,3,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B082T9CC7G,Havells Centrifugal hi-Flow CMJ20 monoblock Pump 1.5kW/ 2.0HP,MHPRCA2X00,0,0,0,,0,,1,,,,,,,,,,2,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B082T821V3,Havells Centrifugal hi-Flow CMV20 monoblock Pump 1.1kW/ 1.5HP,MHPVCA2X00,0,0,1,,1,,0,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJG2S9X,Havells LHEBHDP5IZ1W018 Octane Round 18-Watt LED Panel Light (White),LHEBHDP5IZ1W018,0,0,0,,0,,920,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJFWKMW,Havells LHEBMFP6IZ1W003 Blaze Panels Round 3-Watt LED Panel Light (White),LHEBMFP6IZ1W003,0,0,0,,0,,0,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJFHFXY,Havells LHEEBPP5IN1W005 Lumeno Round 5-Watt Downlighter (White),LHEEBPP5IN1W005,0,0,0,,0,,32711,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJDF7LW,Havells E-Lite Pride Plus Pc 20W Led Tube Light(White) - (Pack of 4),#N/A,0,0,1,,5,,0,,,,,,,,,,28,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJBTV38,Havells LHEBKJP7IZ1W003 Joy Round 3-Watt LED Panel Light (White),LHEBKJP7IZ1W003,0,0,0,,0,,11,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJBTV27,Havells LHEBMFP5IZ1W012 Blaze Panels Round 12-Watt LED Panel Light (White),LHEBMFP5IZ1W012,0,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJBTV1N,Havells LHEBHDP5IZ1W003 Octane Round 3-Watt LED Panel Light (White),LHEBHDP5IZ1W003,0,0,0,,1,,820,,,,,,,,,,6,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJBSD7T,Havells LHEAAWP7IL1W012 Comet Square 12-Watt LED Panel Light (White),LHEAAWP7IL1W012,0,0,0,,0,,10,,,,,,,,,,2,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJBSCZT,Havells LHEAAVP5IL1W006 Comet Round 6-Watt LED Panel Light (White),LHEAAVP5IL1W006,0,0,0,,0,,13,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJBPQH4,Havells LHEBHEP6IZ1W006 Octane Square 6-Watt LED Panel Light (White),LHEBHEP6IZ1W006,0,0,0,,0,,1734,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ9RN8Z,Havells LHEEBPP7IL1W008 Lumeno Round 8-Watt Downlighter (White),LHEEBPP7IL1W008,0,0,0,,0,,1517,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ9RN78,Havells LHEBHDP5IZ1W012 Octane Round 12-Watt LED Panel Light (White),LHEBHDP5IZ1W012,0,0,0,,0,,30,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ9RN73,Havells LHEBHEP7IZ1W024 Octane Square 24-Watt LED Panel Light (White),LHEBHEP7IZ1W024,0,0,0,,0,,23,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ9RGJ6,Havells LHEBKJP7PZ1W005 Joy Square 5-Watt LED Panel Light (White),LHEBKJP7PZ1W005,0,0,0,,0,,12,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ9RGHW,Havells LHEBKJP7IZ1W015 Joy Round 15-Watt LED Panel Light (White),LHEBKJP7IZ1W015,0,0,0,,0,,3,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ8KBHR,Havells LHEBKJP7PZ1W018 Joy Round 18-Watt LED Panel Light (White),LHEBKJP7PZ1W018,0,0,1,,0,,1,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,1,
,B07NJ8J7PD,Havells LHEBMFP5IZ2W018 Blaze Panels Square 18-Watt LED Panel Light (White),LHEBMFP5IZ2W018,0,0,0,,0,,3,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ8HHSQ,Havells LHEBHDP6IZ1W012 Octane Round 12-Watt LED Panel Light (White),LHEBHDP6IZ1W012,0,0,0,,0,,123,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ8C8J3,Havells LHEBKJP6IZ1W015 Joy Round 15-Watt LED Panel Light (White),LHEBKJP6IZ1W015,0,0,0,,0,,0,,,,,,,,,,1,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ7SS1N,Havells LHEBMFP5IZ1W015 Blaze Panels Round 15-Watt LED Panel Light (White),LHEBMFP5IZ1W015,0,0,1,,0,,0,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJ7SS1C,Havells LHEBHDP6IZ1W003 Octane Round 3-Watt LED Panel Light (White),LHEBHDP6IZ1W003,0,0,0,,0,,51,,,,,,,,,,2,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJ6SXL5,Havells LHEBHEP7IZ1W009 Octane Square 9-Watt LED Panel Light (White),LHEBHEP7IZ1W009,0,0,0,,0,,7691,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJ6HTSK,Havells LHEBMFP7IZ1W015 Blaze Panels Round 15-Watt LED Panel Light (White),LHEBMFP7IZ1W015,0,0,0,,0,,9,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJ6HTSJ,Havells LHEBMFP7IZ2W018 Blaze Panels Square 18-Watt LED Panel Light (White),LHEBMFP7IZ2W018,0,0,0,,0,,10,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ6HTRZ,Havells LHEBHDP5IZ1W006 Octane Round 6-Watt LED Panel Light (White),LHEBHDP5IZ1W006,0,0,0,,0,,1661,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ67DX3,Havells LHEBMFP6IZ2W003 Blaze Panels Square 3-Watt LED Panel Light (White),LHEBMFP6IZ2W003,0,0,0,,0,,1,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ66RX4,Havells LHEBMFP6IZ1W015 Blaze Panels Round 15-Watt LED Panel Light (White),LHEBMFP6IZ1W015,0,0,0,,0,,13,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ65LF3,Havells LHEBMFP5IZ1W006 Blaze Panels Round 6-Watt LED Panel Light (White),LHEBMFP5IZ1W006,0,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ65LF1,Havells LHEBMFP5IZ2W012 Blaze Panels Square 12-Watt LED Panel Light (White),LHEBMFP5IZ2W012,0,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ63W8W,Havells LHEAAVP6IL1W006 Comet Round 6-Watt LED Panel Light (White),LHEAAVP6IL1W006,0,0,0,,0,,3195,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ63W7Q,Havells LHEBHEP7IZ1W012 Octane Square 12-Watt LED Panel Light (White),LHEBHEP7IZ1W012,0,0,0,,0,,897,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ626QT,Havells LHEEBPP7IN1W003 Lumeno Round 3-Watt Downlighter (White),LHEEBPP7IN1W003,0,0,0,,0,,5834,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ626QM,Havells LHEBKJP6IZ1W003 Joy Round 3-Watt LED Panel Light (White),LHEBKJP6IZ1W003,0,0,0,,0,,0,,,,,,,,,,1,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ5Z32J,Havells LHEBKJP7OZ1W005 Joy Ringo Round 5-Watt LED Panel Light (White),LHEBKJP7OZ1W005,0,0,0,,0,,317,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJ5Z321,Havells LHEBMFP5IZ1W003 Blaze Panels Round 3-Watt LED Panel Light (White),LHEBMFP5IZ1W003,0,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ5YC2J,Havells LHEAAVP7IL1W012 Comet Square 12-Watt LED Panel Light (White),LHEAAVP7IL1W012,0,0,0,,0,,13,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJ5YC1Z,Havells LHEBMFP6IZ1W018 Blaze Panels Round 18-Watt LED Panel Light (White),LHEBMFP6IZ1W018,0,0,0,,0,,1,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ5S91H,Havells LHEBMFP7IZ1W018 Blaze Panels Round 18-Watt LED Panel Light (White),LHEBMFP7IZ1W018,0,0,0,,0,,42,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJ5RG59,Havells LHEBMFP5IZ2W006 Blaze Panels Square 6-Watt LED Panel Light (White),LHEBMFP5IZ2W006,0,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ5QLXQ,Havells LHEBMFP7IZ1W006 Blaze Panels Round 6-Watt LED Panel Light (White),LHEBMFP7IZ1W006,0,0,0,,0,,4,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ58HFM,Havells LHEBHEP5IZ1W024 Octane Square 24-Watt LED Panel Light (White),LHEBHEP5IZ1W024,0,0,0,,0,,0,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJ562Y4,Havells LHEAAVP6IL1W012 Comet Round 12-Watt LED Panel Light (White),LHEAAVP6IL1W012,0,0,0,,0,,12,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJ3VGZ4,Havells LHEAAVP7IL1W018 Comet Round 18-Watt LED Panel Light (White),LHEAAVP7IL1W018,0,0,0,,0,,15,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ3JSKQ,Havells LHEBKJP6PZ1W005 Joy Square 5-Watt LED Panel Light (White),LHEBKJP6PZ1W005,0,0,0,,0,,82,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ3JSKG,Havells LHEBKJP6IZ1W009 Joy Round 9-Watt LED Panel Light (White),LHEBKJP6IZ1W009,0,0,0,,0,,0,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07MST8SYH,"Havells 10-Watt Non-Rechargeable LED Panel Light (White Bezel and Black Housing, Square)",LHEBLEP7IN1W010,0,0,0,,0,,57605,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07MRX3ZT1,Havells GHCRCCCW070 1.8 Litre Electric Cooker (White),GHCRCCCW070,0,0,0,,0,,94,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,1,0,0,
,B07MPCHNW9,Havells Crisp Plus 750-Watt Pop-up Toaster (Black),GHCPTCJK075,0,0,10,,13,,471,,,,,,,,,,122,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B07MP6HCDY,Standard Amazer 1200mm Ceiling Fan (Expresso Brown),FSCAZSTEBC48,0,0,0,,0,,2795,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07MM2BZBG,"Havells 18-Watt Non-Rechargeable Trim Clip On LED Panel Light (White, 6500 K, Round)",LHEAABP7IL1W018,0,0,1,,1,,2508,,,,,,,,,,21,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
